doc_id,profile,prompt_hash,mismatch_label,mismatch_type,mismatch_score,confidence,schema_valid,unsupported_flag,low_confidence_flag,human_review_flag,evidence_phrase_count,evidence_phrases,raw_output,year,sector,region,occupation_group,document_type,job_title,source_text,benchmark_mismatch,benchmark_type,demand_index,applicant_interest
15,rubric_v1,84fd6cb9b699257b,0,none,0.1427,0.7145,1,0,0,0,2,clearance pending; ready for placement,"{""confidence"": 0.7145, ""evidence"": [""clearance pending"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.1427, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: clearance pending; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,retail,Midwest,customer,resume screen,service representative,resume screen. Job: service representative in retail. Record note: clearance pending. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.,1,credential_gap,0.5495,2.7313
15,expansive_v1,64f2e45d522fc7f6,0,none,0.2109,0.5782,1,0,0,0,2,clearance pending; ready for placement,"{""confidence"": 0.5782, ""evidence"": [""clearance pending"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.2109, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: clearance pending; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,retail,Midwest,customer,resume screen,service representative,resume screen. Job: service representative in retail. Record note: clearance pending. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.,1,credential_gap,0.5495,2.7313
16,conservative_v1,1c131bdb821c277b,0,none,0.0518,0.8964,1,0,0,0,2,upskilling required; ready for placement,"{""confidence"": 0.8964, ""evidence"": [""upskilling required"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.0518, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: upskilling required; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,health,Northeast,analysis,resume screen,policy analyst,resume screen. Job: policy analyst in health. Record note: upskilling required. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.,1,skill_gap,0.918,3.1368
16,rubric_v1,84fd6cb9b699257b,0,none,0.0973,0.8055,1,0,0,0,2,upskilling required; ready for placement,"{""confidence"": 0.8055, ""evidence"": [""upskilling required"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.0973, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: upskilling required; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,health,Northeast,analysis,resume screen,policy analyst,resume screen. Job: policy analyst in health. Record note: upskilling required. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.,1,skill_gap,0.918,3.1368
16,expansive_v1,64f2e45d522fc7f6,0,none,0.1655,0.6691,1,0,0,0,2,upskilling required; ready for placement,"{""confidence"": 0.6691, ""evidence"": [""upskilling required"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.1655, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: upskilling required; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,health,Northeast,analysis,resume screen,policy analyst,resume screen. Job: policy analyst in health. Record note: upskilling required. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.,1,skill_gap,0.918,3.1368
17,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,3,cannot work nights; ready for placement; license verified,"{""confidence"": 0.98, ""evidence"": [""cannot work nights"", ""ready for placement"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: cannot work nights; ready for placement; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,manufacturing,South,production,resume screen,warehouse lead,"resume screen. Job: warehouse lead in manufacturing. Record note: cannot work nights, license verified. Applicant history includes recent training. Manager asks whether the match is ready for placement.",1,schedule_gap,0.4749,2.7767
17,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,3,cannot work nights; ready for placement; license verified,"{""confidence"": 0.98, ""evidence"": [""cannot work nights"", ""ready for placement"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: cannot work nights; ready for placement; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,manufacturing,South,production,resume screen,warehouse lead,"resume screen. Job: warehouse lead in manufacturing. Record note: cannot work nights, license verified. Applicant history includes recent training. Manager asks whether the match is ready for placement.",1,schedule_gap,0.4749,2.7767
17,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,3,cannot work nights; ready for placement; license verified,"{""confidence"": 0.98, ""evidence"": [""cannot work nights"", ""ready for placement"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: cannot work nights; ready for placement; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,manufacturing,South,production,resume screen,warehouse lead,"resume screen. Job: warehouse lead in manufacturing. Record note: cannot work nights, license verified. Applicant history includes recent training. Manager asks whether the match is ready for placement.",1,schedule_gap,0.4749,2.7767
18,conservative_v1,1c131bdb821c277b,0,none,0.0518,0.8964,1,0,0,0,2,lacks python; ready for placement,"{""confidence"": 0.8964, ""evidence"": [""lacks python"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.0518, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: lacks python; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,manufacturing,West,operations,resume screen,logistics coordinator,resume screen. Job: logistics coordinator in manufacturing. Record note: lacks Python. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.,1,skill_gap,0.5227,2.5572
18,rubric_v1,84fd6cb9b699257b,0,none,0.0973,0.8055,1,0,0,0,2,lacks python; ready for placement,"{""confidence"": 0.8055, ""evidence"": [""lacks python"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.0973, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: lacks python; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,manufacturing,West,operations,resume screen,logistics coordinator,resume screen. Job: logistics coordinator in manufacturing. Record note: lacks Python. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.,1,skill_gap,0.5227,2.5572
18,expansive_v1,64f2e45d522fc7f6,0,none,0.1655,0.6691,1,0,0,0,2,lacks python; ready for placement,"{""confidence"": 0.6691, ""evidence"": [""lacks python"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.1655, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: lacks python; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,manufacturing,West,operations,resume screen,logistics coordinator,resume screen. Job: logistics coordinator in manufacturing. Record note: lacks Python. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.,1,skill_gap,0.5227,2.5572
19,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,3,credential verified; ready for placement; license verified,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""ready for placement"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: credential verified; ready for placement; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,public,South,administration,case review,program assistant,"case review. Job: program assistant in public. Record note: credential verified, license verified. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",0,none,0.8597,3.443
19,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,3,credential verified; ready for placement; license verified,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""ready for placement"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: credential verified; ready for placement; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,public,South,administration,case review,program assistant,"case review. Job: program assistant in public. Record note: credential verified, license verified. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",0,none,0.8597,3.443
19,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,3,credential verified; ready for placement; license verified,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""ready for placement"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: credential verified; ready for placement; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,public,South,administration,case review,program assistant,"case review. Job: program assistant in public. Record note: credential verified, license verified. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",0,none,0.8597,3.443
20,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,4,completed onboarding; ready for placement; skills aligned; license verified,"{""confidence"": 0.98, ""evidence"": [""completed onboarding"", ""ready for placement"", ""skills aligned"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: completed onboarding; ready for placement; skills aligned; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,education,South,operations,resume screen,program operations associate,"resume screen. Job: program operations associate in education. Record note: skills aligned, license verified, completed onboarding. Applicant history includes recent training. Manager asks whether the match is ready for placement.",0,none,0.1891,3.0147
20,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,4,completed onboarding; ready for placement; skills aligned; license verified,"{""confidence"": 0.98, ""evidence"": [""completed onboarding"", ""ready for placement"", ""skills aligned"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: completed onboarding; ready for placement; skills aligned; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,education,South,operations,resume screen,program operations associate,"resume screen. Job: program operations associate in education. Record note: skills aligned, license verified, completed onboarding. Applicant history includes recent training. Manager asks whether the match is ready for placement.",0,none,0.1891,3.0147
20,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,4,completed onboarding; ready for placement; skills aligned; license verified,"{""confidence"": 0.98, ""evidence"": [""completed onboarding"", ""ready for placement"", ""skills aligned"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: completed onboarding; ready for placement; skills aligned; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,education,South,operations,resume screen,program operations associate,"resume screen. Job: program operations associate in education. Record note: skills aligned, license verified, completed onboarding. Applicant history includes recent training. Manager asks whether the match is ready for placement.",0,none,0.1891,3.0147
